,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can
1567006,train,0.865548943,1.2623,74.85,2,3,98,0.251312636,-0.347956243,2.078105996,257.293,CCc1cc(C(=O)NCc2ccncc2)cc(=O)[nH]1
1497516,train,0.75385013,1.195,97.97,2,6,118,0.267282458,-0.471901808,1.406542891,313.317,O=C(NCC1Cn2nnc(-c3ccoc3)c2CO1)c1ccc[nH]1
1031068,train,0.941281889,2.4169,59.81,1,4,110,0.222532218,-0.348950817,1.903174978,284.363,CC(C)C(=O)NC1CCCc2c1cnn2-c1ccccn1
610881,train,0.801872766,2.982,47.28,2,3,102,0.415987803,-0.397044092,2.686616454,262.275,COCC(C)CNc1ccc(C(F)(F)F)cc1N
1307501,train,0.832519765,2.26452,55.4,1,3,104,0.305526797,-0.468984776,2.537379141,267.3,COC(=O)CCC(=O)NC(C)c1ccc(C)c(F)c1
1303716,train,0.840813729,3.41692,49.77,1,3,132,0.253319512,-0.488891019,1.604804077,339.435,Cc1cccc(COc2cccc(C(=O)N(C)CC(O)C3CC3)c2)c1
1480843,train,0.864420898,3.64502,81.07,2,6,136,0.411640447,-0.443586835,2.054209438,345.447,CCc1nnc(CNc2cc(NC(=O)OC(C)(C)C)ccc2C)n1C
723782,train,0.784028679,1.6877,69.9,0,6,100,0.359284134,-0.462273085,2.578998658,262.265,CCOC(=O)c1nn2ccccc2c1C(=O)OCC
993207,train,0.437867424,3.2607,95.9,1,9,116,0.218479698,-0.47187186,1.475412035,345.409,Nn1c(SCc2csc(-c3ccoc3)n2)nnc1-c1ccco1
46446,train,0.947744863,2.6998,56.15,1,4,112,0.43547244,-0.496765888,2.237878687,299.252,COc1ccc(NC(=O)c2cn(C)nc2C(F)(F)F)cc1
1114196,train,0.784388481,1.92202,71.57,0,5,96,0.203545551,-0.348131498,2.434534157,254.293,Cc1cc(C)nc(C(C#N)C(=O)c2cccn2C)n1
1045773,train,0.782259366,3.567,58.37,1,4,134,0.250530653,-0.440346711,1.47453884,349.434,CNC(=O)c1cccc(CN2CCCC(c3nc4ccccc4o3)C2)c1
1062501,train,0.893279704,1.6921,75.71,1,4,122,0.244795941,-0.378710662,2.250761686,326.418,CC(C)CC(=O)Nc1ccccc1S(=O)(=O)N1CCOCC1
520990,train,0.890059308,2.429,86.71,2,4,126,0.258961051,-0.50712007,1.900119595,346.408,O=C(Nc1ccccc1)c1cc(S(=O)(=O)N2CCCC2)ccc1O
320085,train,0.822086888,1.4018,32.78,0,3,104,0.226579001,-0.496768216,1.863992124,262.353,CCN1CCN(C(=O)Cc2ccc(OC)cc2)CC1
241352,train,0.648137038,3.43248,65.36,1,5,92,0.183524986,-0.253636725,1.844532402,276.39,N#CCCCSc1nc(C=Cc2cccs2)n[nH]1
1121717,train,0.794156705,2.31032,87.98,3,3,104,0.261115854,-0.397310904,2.35566458,295.701,Cc1c(N)c[nH]c(=O)c1C(=O)Nc1ccc(F)c(Cl)c1
1447079,train,0.657226349,3.65182,43.18,0,6,126,0.221932682,-0.437329778,1.699467769,342.468,Cc1nn(C)c(Oc2cccnc2)c1CN(C)CCc1cccs1
772683,train,0.773600888,4.37542,58.37,1,4,118,0.323186797,-0.469292588,1.639438224,327.409,Cc1occc1CN(C)C(=O)Nc1ncc(-c2ccccc2)s1
501046,train,0.877625713,2.1009,73.22,1,5,110,0.32698571,-0.467634712,2.073740312,311.7,COC(=O)Cn1cc(NC(=O)c2ccc(F)cc2Cl)cn1
414516,train,0.910537736,3.03762,38.33,1,3,100,0.261130263,-0.496768219,1.828392875,275.373,COc1ccc(CCNC(=O)c2sccc2C)cc1
220357,train,0.938235959,2.15522,75.44,1,4,120,0.247920388,-0.359541489,1.644615163,313.357,Cc1cc(NC(=O)C2CCCN2C(=O)Cc2ccccc2)no1
823939,train,0.871073725,3.8192,51.22,1,3,128,0.416685641,-0.477432413,2.125294044,338.329,CCCOc1ncccc1CNC(=O)c1ccccc1C(F)(F)F
387086,train,0.78103274,-0.5367,73.1,1,5,98,0.330676247,-0.354270603,1.958420374,251.286,Cn1c(=O)ccn(CC(=O)NCC2CCC2)c1=O
959850,train,0.650000244,3.35992,51.22,1,5,102,0.305336254,-0.465968381,1.829868866,278.377,CCOC(=O)CCCNc1nc2cc(C)ccc2s1
1304200,train,0.91812543,2.3719,59.81,1,4,110,0.220361926,-0.346079605,1.627020169,276.384,CCc1nc2n(n1)CCCC2NC(=O)CC1CCCC1
918532,train,0.715780912,2.0612,76.8,0,6,128,0.246336323,-0.33065585,1.497553108,336.399,CC(C)(C)c1ncc2c(n1)CN(C(=O)Cn1nc3ccccc3n1)C2
341652,train,0.789491556,2.3442,55.84,0,5,122,0.254519646,-0.347390632,1.539607807,333.409,O=C1CCSc2c1cccc2C(=O)N1CCC2(CC1)OCCO2
839876,train,0.809232714,0.6926,86.47,1,7,106,0.337344053,-0.465417509,2.360465238,277.28,COCc1c(CO)nnn1-c1ccc(C(=O)OC)cc1
29727,train,0.768997821,1.94592,29.54,0,3,92,0.232592335,-0.377774205,1.805754743,251.351,Cc1ccc(SCC(=O)N2CCOCC2)cc1
232815,train,0.757882403,0.5367,73.66,0,6,116,0.328502263,-0.467470525,2.344557518,295.339,COCC(=O)N1Cc2c(ncn2C(C)C)CC1C(=O)OC
1035042,train,0.563786355,1.74542,74.31,0,7,114,0.266020459,-0.494558479,2.112042943,307.313,COc1ccccc1-n1ccc2c(c(C)nc3ncnn32)c1=O
748065,train,0.817029012,2.5539,36.44,0,3,104,0.256849832,-0.355958793,2.160889204,261.369,CCCCN(C)C(=O)c1cccnc1N1CCCC1
692050,train,0.738975538,3.02504,70.92,2,3,96,0.292392447,-0.450329062,2.030249793,255.277,Cc1c(C(=O)Nc2cc[nH]n2)oc2c(C)cccc12
1487877,train,0.916700992,2.6782,50.8,1,4,126,0.253015978,-0.37879229,1.584714768,338.835,CC1CCC(C(=O)Nc2ccc(CN3CCOCC3)c(Cl)c2)O1
1542443,train,0.803785175,1.5782,54.38,0,6,112,0.224527893,-0.480983807,1.969296964,287.367,COc1ccc(CN(C)Cc2ccnc(N(C)C)n2)cn1
148233,train,0.797036732,1.7987,78.27,1,6,110,0.245699689,-0.453593031,1.505577448,296.286,O=C(Cn1nnc2ccccc21)Nc1ccc2c(c1)OCO2
952714,train,0.820111785,1.36158,90.27,1,4,120,0.24278624,-0.339208908,2.700958352,323.418,CC(C)CC(C#N)NC(=O)CN(C)S(=O)(=O)c1ccccc1
652710,train,0.829270256,2.8682,62.12,2,2,102,0.255520003,-0.398666409,2.350046249,259.353,CCN(CC(C)C)C(=O)c1c[nH]c2cc(N)ccc12
1578132,train,0.852136286,1.93072,47.56,1,4,98,0.322503103,-0.487454019,1.989353173,269.728,COC(=O)C1CC(Oc2cc(C)ccc2Cl)CN1
916109,train,0.871767935,3.69524,49.25,1,4,134,0.13465024,-0.395727694,1.67000428,339.483,Cc1ncnc(N2CCCC(CO)(CCCc3ccccc3)C2)c1C
29132,train,0.879839888,2.8086,51.1,1,4,112,0.251379262,-0.353203108,2.341045672,324.833,CC(C)NC(=O)CSc1cc(=O)n(C)c2cc(Cl)ccc12
448,train,0.920675612,2.3128,55.4,1,3,106,0.240371531,-0.496425442,2.150360869,295.335,COc1ccccc1CNS(=O)(=O)c1ccc(F)cc1
663768,train,0.844927025,2.82382,46.09,0,4,98,0.265913743,-0.329277449,1.881528779,273.361,Cc1ncsc1C(=O)N1CCCC1c1ccccn1
1175010,train,0.725566944,3.03252,51.02,0,6,112,0.264162348,-0.328597456,1.606166758,330.438,Cc1ccsc1C(=O)N1CCn2c(nnc2-c2cccs2)C1
1044233,train,0.913841121,1.92152,69.04,1,6,106,0.265062559,-0.495022729,1.678588462,292.364,COc1cc(C)sc1C(=O)NCc1nncn1C1CC1
1179160,train,0.938979151,2.5299,76.13,1,4,110,0.258293155,-0.320499512,2.358792005,328.752,CS(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccncc2F)c1
227741,train,0.84689693,2.3225,69.12,1,5,88,0.258617419,-0.364890455,2.289023073,266.347,CSc1sc(C(N)=O)c2c1-c1oncc1CC2
418671,train,0.731697993,3.98372,46.34,0,4,112,0.264155691,-0.361389299,1.821789072,312.394,Cc1cc(CN(C)C(=O)c2sccc2-c2ccccc2)no1
555597,train,0.913926661,2.67052,51.58,1,5,102,0.128876042,-0.49673914,2.470764216,279.361,COc1ccc(OC)c(-c2nc(C)c(CCO)s2)c1
889176,train,0.608747023,1.4023,104.45,4,4,132,0.251581635,-0.390716882,2.030355692,345.374,CC(O)C(NC(=O)c1cccc(NCc2ccc(F)cc2)c1)C(N)=O
101509,train,0.823638991,2.76674,77.77,1,5,128,0.341979873,-0.4967682,1.869037197,331.368,COc1ccc(CNC(=O)C(C)OC(=O)c2cc(C)oc2C)cc1
767839,train,0.88421581,4.1465,49.41,1,2,132,0.2569004,-0.332074773,2.32334307,346.377,CCN(C(=O)c1cc(NC(C)=O)ccc1F)C(C)c1ccc(F)cc1
529345,train,0.86417228,1.9443,72.92,1,6,132,0.262956602,-0.496763807,1.480720246,343.383,COc1ccc(OCC(=O)Nc2ccc(N3CCOCC3)cn2)cc1
652557,train,0.802662453,3.5633,68.82,2,4,134,0.319004234,-0.493684944,1.941843965,348.374,CCOc1ccc(CNC(=O)Nc2ccc(OC)c(F)c2)cc1OC
37243,train,0.818732,3.2265,64.63,1,5,118,0.261516033,-0.49662202,2.312007054,339.438,COc1ccc(NS(=O)(=O)c2ccc(SC)cc2)c(OC)c1
1152295,train,0.911519531,1.3572,73.48,1,3,120,0.266239319,-0.338886941,2.159810668,325.796,CC(C)CN1CCN(C(=O)c2c[nH]c(=O)c(Cl)c2)C(C)C1=O
22666,train,0.862244044,2.79912,64.63,1,4,114,0.337419929,-0.483763434,1.930558504,299.326,COC(=O)c1cccc(NC(=O)COc2cccc(C)c2)c1
499622,train,0.798714944,2.00622,69.81,3,3,104,0.251059076,-0.384811826,1.692760771,270.336,Cc1n[nH]cc1CNC(=O)c1ccc2c(c1)CCCN2
762108,train,0.922256242,2.81302,64.63,1,4,112,0.265210355,-0.495318154,2.423700814,307.371,COc1cc(C)ccc1NS(=O)(=O)c1ccccc1OC
714055,train,0.881919225,2.81122,68.54,1,4,110,0.324642837,-0.467697993,2.116739867,307.733,COC(=O)CNC(=O)c1ccc(-c2ccc(C)c(Cl)c2)o1
986763,train,0.906408701,1.3859,65.54,1,6,112,0.263626066,-0.354267816,1.805230863,324.431,CN(C)c1nc2sc(C(=O)N3CCNC(=O)CC3)cc2s1
945378,train,0.614588513,3.0218,72.7,1,6,124,0.252714904,-0.345473698,1.488898302,349.419,Cn1cc(-c2cncc(C(=O)NCc3nc4ccccc4s3)c2)cn1
637298,train,0.844200156,2.6015,38.33,1,3,104,0.232795002,-0.376385984,1.761991811,283.368,CC(Sc1ccc(F)cc1)C(=O)NCC1CCCO1
1175539,train,0.937223074,1.7531,67.35,1,4,114,0.317530527,-0.480704305,1.62954155,298.346,COc1ncnc2c1CCN(C(=O)NCc1ccccc1)C2
231144,train,0.906573685,2.4567,86.48,1,6,126,0.24737348,-0.45359502,1.351222497,329.356,O=C(CCc1nnc(-c2ccc3c(c2)OCO3)o1)NC1CCCC1
189220,train,0.872356029,2.8871,58.64,1,3,130,0.227373055,-0.493610093,1.582131441,330.428,CCCOc1ccc(N2CC(C(=O)NC3CCCC3)CC2=O)cc1
1052855,train,0.581186501,2.5563,73.81,0,7,108,0.274554627,-0.33302161,1.693368159,310.338,O=c1c2ccccc2cnn1Cc1noc(-c2cccs2)n1
591507,train,0.762564975,2.5143,79.46,3,3,126,0.319002748,-0.38001036,1.864420616,327.384,CNC(=O)c1ccc(CNC(=O)Nc2cccc(COC)c2)cc1
1471595,train,0.909385147,1.56762,65.38,1,5,122,0.241256093,-0.496624447,1.514065888,315.373,COc1ccc2c(c1)OCC(CNC(=O)Cn1nccc1C)C2
357637,train,0.908288249,3.54212,55.13,1,3,88,0.277160117,-0.448444085,2.208457317,271.103,Cc1nc(C(=O)Nc2cc(Cl)ccc2Cl)co1
592192,train,0.925939175,3.3188,52.65,1,2,126,0.321347623,-0.33889187,1.988214256,317.433,CCN(Cc1cccc(NC(=O)N2CCCC(C)C2)c1)C(C)=O
959565,train,0.870447572,3.3758,33.45,0,3,84,0.264627324,-0.472266505,2.081777022,300.177,CN(Cc1ccoc1)C(=O)c1sccc1Br
1520382,train,0.832471412,2.07522,60.89,0,5,132,0.260214654,-0.483779815,1.560304622,342.395,Cc1cccc(OC2COCCN(C(=O)COc3ccccc3)C2)n1
1366880,train,0.72428075,1.7274,85.47,1,6,122,0.350267442,-0.326106779,1.775576848,324.34,CCC(=O)Nc1ccc(C(=O)Cn2nc3ccccn3c2=O)cc1
602240,train,0.760254031,2.6445,68.18,2,4,134,0.314776643,-0.384620312,1.613953826,342.443,COCCCNC(=O)NC1CCCc2c1cnn2Cc1ccccc1
883279,train,0.803488913,3.2118,55.63,1,5,118,0.251317103,-0.493298308,1.512441203,327.409,CC(NC(=O)c1ccc2c(c1)CCCO2)c1cn2ccsc2n1
1274793,train,0.556185422,2.0095,73.22,1,5,122,0.325516084,-0.46248488,1.437691063,323.352,O=C(Cn1ccc2ccccc21)OCCNC(=O)c1ccncc1
1406199,train,0.855842196,2.78118,47.34,0,3,126,0.22677922,-0.337870461,1.467242257,323.44,N#Cc1cccc(CN2CC3CCC(C2)N(CC2CCC2)C3=O)c1
526813,train,0.912061814,1.6179,75.71,1,4,122,0.250569105,-0.495337089,2.501798384,326.418,CNC(=O)c1ccc(OC)c(S(=O)(=O)N2CCCCC2C)c1
1066665,train,0.854041596,2.4694,62.47,0,5,134,0.227749824,-0.339679356,1.477963327,342.443,CC(C)(C)C(=O)N1CCN(CCc2nc(-c3ccccc3)no2)CC1
783760,train,0.924840685,3.114,35.58,1,3,132,0.241100661,-0.368965492,1.586170486,345.393,CC(C(=O)Nc1c(F)cccc1F)N1CCN(c2ccccc2)CC1
54105,train,0.709795895,0.9046,98.21,1,9,92,0.345354945,-0.396325655,1.573277534,282.31,O=C(CSc1nn2cnnc2o1)Nc1nccs1
1323490,train,0.846502004,1.7973,49.41,1,2,108,0.224934358,-0.35551502,1.714128587,266.385,CN1CC(C(=O)NCC2CCC(C)(C)CC2)CC1=O
963228,train,0.792350068,1.1568,75.63,2,4,108,0.215379271,-0.386399688,2.594477524,307.799,COCC(C)(O)CNS(=O)(=O)Cc1ccc(Cl)cc1
1569782,train,0.921566994,1.1799,71.86,1,6,118,0.17879493,-0.38066474,1.741626268,302.382,CCn1nc(C2CCOC2)nc1-c1n[nH]c2c1CN(C)CC2
261949,train,0.747909297,2.15178,95.84,1,5,112,0.359267766,-0.455981316,1.889911908,305.293,N#Cc1ccccc1COC(=O)c1n[nH]c(=O)c2ccccc12
1329238,train,0.920476931,3.64312,76.83,1,5,132,0.32201078,-0.453595472,1.546426095,343.383,CCc1onc(C)c1NC(=O)N1CCCC1c1ccc2c(c1)OCO2
1489166,train,0.774232219,1.7197,42.01,0,3,114,0.319521306,-0.383938568,1.702030559,282.384,COCC12CCCOC1CCN(C(=O)N1CCCC1)C2
378988,train,0.701743798,3.1166,55.57,0,4,118,0.272460367,-0.467468208,1.849793355,310.353,COCCN(Cc1ccco1)C(=O)c1ccc2ccccc2n1
94540,train,0.831358727,0.9147,60.33,1,4,100,0.256355484,-0.38286057,2.417786748,260.293,COCCNC(=O)c1cn(C)c2ccccc2c1=O
1407905,train,0.93152855,3.6605,38.33,1,2,102,0.228335994,-0.372071175,1.687557879,332.197,O=C(Cc1ccccc1Br)Nc1ccc2c(c1)COC2
867033,train,0.869038895,1.8332,81.06,1,6,120,0.265991956,-0.267834023,2.19629899,341.458,CC(C)CCNS(=O)(=O)c1cc(-c2ccc(=O)n(C)n2)cs1
977429,train,0.874653022,1.3515,78.09,2,3,130,0.245072134,-0.350903295,1.470507357,330.432,CC(=O)NC(Cc1c[nH]cn1)C(=O)N1CC2C3CCC(CC3)C2C1
1283175,train,0.800368237,3.01552,72.7,1,5,116,0.256761248,-0.319272496,1.779767027,331.738,Cc1nccn1-c1ncc(NC(=O)c2ccc(F)cc2Cl)cn1
549048,train,0.847884494,1.9071,68.46,0,5,116,0.251197566,-0.368383616,1.527326977,293.367,CCCc1noc(C2CCN(C(=O)C3CCCO3)CC2)n1
689812,train,0.890797188,1.8556,63.13,2,3,110,0.268086861,-0.351597183,1.893974836,297.786,CC(NC(=O)c1cc(Cl)cn1C)C(=O)NC1CCCC1
976921,train,0.850477288,1.617,50.8,1,4,134,0.415378869,-0.496476978,1.750209535,346.349,COc1ccccc1CCNC(=O)CN1CCOC(C(F)(F)F)C1
1216196,train,0.779393133,2.0076,71.53,1,5,126,0.228335446,-0.491762707,1.403419782,345.424,O=C(Cc1csc(N2CCCC2=O)n1)NCCOc1ccccc1
592301,train,0.768431593,2.49112,76.88,1,5,132,0.267011162,-0.350114063,1.784299758,348.406,Cc1ccc(-c2ccc(=O)n(C(C)C(=O)NCc3cccnc3)n2)cc1
1543165,train,0.750796531,2.7047,76.77,2,5,130,0.320165908,-0.333611551,1.673001859,338.415,CCc1cc(NC(=O)NCc2cn(C)nc2-c2ccccc2)n(C)n1
1520436,train,0.653673042,-0.28186,121.89,3,7,126,0.245487815,-0.390411626,2.163920767,334.394,COCC1(CNS(=O)(=O)c2c(C)noc2C)CC(O)C(O)C1
1399138,train,0.840505788,2.8665,55.57,0,4,106,0.292594667,-0.478813345,2.152904825,266.341,COc1cc(C(=O)N(C(C)C)C2CCCCC2)on1
217505,train,0.763790228,3.7665,29.54,0,2,114,0.22233719,-0.49331194,1.535106409,287.403,CCC(=O)N(Cc1ccc(OCC2CCC2)cc1)C1CC1
285851,train,0.813864018,0.5688,86.71,2,4,118,0.242808843,-0.394544201,2.216931395,322.386,CN(CC(=O)NCCO)S(=O)(=O)c1ccc2ccccc2c1
816269,train,0.846691787,0.7959,105.33,2,5,116,0.27120099,-0.483728248,2.000692857,322.342,CS(=O)(=O)c1cccc(OCC(=O)Nc2ccc[nH]c2=O)c1
677263,train,0.786624232,2.8868,56.79,1,4,110,0.252829476,-0.49511354,2.896861707,299.754,C=CCOC(C)C(=O)Nc1cc(OC)c(Cl)cc1OC
992795,train,0.827989221,2.8117,51.1,1,3,120,0.24999828,-0.355777319,1.416493774,330.815,O=C(NCCCn1ccccc1=O)C1CC1c1ccc(Cl)cc1
36140,train,0.889744815,1.32734,81.93,1,6,106,0.269626031,-0.483492535,1.883103538,275.312,CCn1nnc(NC(=O)COc2ccc(C)cc2C)n1
919727,train,0.732698848,0.3682,49.85,0,3,100,0.253515092,-0.364332719,1.753430127,260.293,CN1C(=O)COC2CN(C(=O)c3ccccc3)CC21
1076015,train,0.943075157,2.37782,59.81,1,4,94,0.226919002,-0.309702406,1.87667607,309.167,Cc1cnn(CCC(=O)Nc2ncccc2Br)c1
1543933,train,0.812899698,2.3457,61.19,0,5,114,0.337694433,-0.465409359,1.871985258,298.342,COC(=O)c1ccccc1Cn1cnc(C2CCC2)cc1=O
1257619,train,0.69307177,3.3097,57.01,0,5,112,0.359047439,-0.46119712,2.066935175,315.76,CCOC(=O)c1nn(Cc2ccccc2Cl)c2ncccc12
429133,train,0.923730246,2.52502,53.17,1,2,106,0.21099719,-0.360546854,1.996012517,290.388,Cc1cccc2[nH]cc(C3=CCN(S(C)(=O)=O)CC3)c12
112625,train,0.908942749,2.66362,66.48,1,3,116,0.232209529,-0.312089978,2.267397116,310.419,CCCS(=O)(=O)Nc1ccc(C)c(N2CCCCC2=O)c1
2764,train,0.740711754,3.7699,68.54,1,4,122,0.22991429,-0.496739657,2.163112887,327.311,COc1ccc2oc(C(=O)c3ccc(F)cc3)c(NC(C)=O)c2c1
1402903,train,0.622258362,3.29928,79.42,1,6,120,0.156258759,-0.376056012,1.686060437,326.363,N#Cc1cnc2ccccc2c1NCc1nncn1-c1ccccc1
1206562,train,0.810179446,-0.2354,77.23,1,5,126,0.227584169,-0.467468444,1.51640011,321.377,O=C1CC(C(=O)N2CCN(CCO)CC2)CN1Cc1ccco1
231783,train,0.795333284,3.5194,55.84,0,4,130,0.410553305,-0.459283632,1.646778294,331.412,CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)OCc1ccccc1
178234,train,0.632499936,0.28682,92.53,0,9,134,0.33252601,-0.467679182,2.380993143,347.375,COC(=O)Cn1c(=O)c2c(nc3n(CC(C)C)c(C)cn23)n(C)c1=O
1465295,train,0.783429712,2.66232,69.81,3,3,90,0.319825069,-0.331211387,1.89186606,250.327,Cc1ccc(NC(=O)NC(C)c2cn[nH]c2)s1
871466,train,0.729924346,3.12102,55.95,0,5,134,0.274201579,-0.331296807,1.588228005,349.438,CCn1ccc(C(=O)N2CCCn3nc(-c4cccc(C)c4)cc3C2)n1
1412210,train,0.78638042,2.34572,64.74,1,5,120,0.24461883,-0.350164494,1.710219313,311.389,CCC(C(=O)NCc1ccc2c(c1)nc(C)n2C)n1cccn1
910021,train,0.838919544,0.9415,58.95,2,4,100,0.233683528,-0.352263783,1.58242052,258.325,Cn1c(CNCC(=O)NC2CC2)nc2ccccc21
1168463,train,0.791698184,2.7023,58.22,1,3,116,0.257275814,-0.377773787,1.687886721,307.353,O=C(c1c[nH]c2cc(-c3ccccc3)cnc12)N1CCOCC1
1042013,train,0.410011262,3.0792,74.08,0,6,120,0.343024186,-0.422939806,1.692662147,321.336,CCC(=O)c1ccc(OC(=O)c2ccc(-n3cncn3)cc2)cc1
1163658,train,0.691421514,1.84802,72.87,0,7,120,0.227749827,-0.338942127,1.561519283,312.377,Cc1nnc(CN(C)CCc2nc(-c3ccccc3)no2)n1C
1575531,train,0.699670954,1.1916,111.27,3,5,134,0.314644927,-0.496765866,1.862837355,345.403,COc1ccc(-n2ccc(CNC(=O)NCC(C)(C)C(N)=O)n2)cc1
1204288,train,0.834882331,3.3626,33.2,0,2,110,0.432831424,-0.338324846,2.090462555,286.297,CCC1CCCN(C(=O)c2ccc(C(F)(F)F)nc2)C1
23580,train,0.792001664,3.054,63.99,1,4,128,0.417903274,-0.323943046,1.850983678,347.296,O=C(Cn1cnc2ccccc2c1=O)Nc1ccccc1C(F)(F)F
426712,train,0.874275229,3.6677,29.26,1,2,88,0.042612921,-0.398667062,2.138346476,291.192,CN(Cc1cccc(Br)c1)c1cccc(N)c1
692063,train,0.754344512,2.6366,62.71,2,3,96,0.273020521,-0.33676925,2.016508508,254.293,CCn1c(C(=O)Nc2cc[nH]n2)cc2ccccc21
161688,train,0.421736633,3.0026,56.51,0,5,100,0.335692524,-0.426118042,1.798688151,286.308,O=C(Cc1cccs1)Oc1ccc2ccc(=O)oc2c1
1134826,train,0.851414458,3.6861,67.43,2,3,124,0.25533853,-0.49112295,1.707664991,324.38,CC(=O)Nc1cccc(C(=O)Nc2ccccc2OCC2CC2)c1
582690,train,0.889526628,3.19382,55.81,2,3,126,0.321474172,-0.507964317,1.586050343,329.375,Cc1ccc(F)cc1NC(=O)N1CCN(c2ccc(O)cc2)CC1
1272208,train,0.764870877,3.43134,84.08,2,4,126,0.255458814,-0.438764825,1.708146691,335.363,Cc1cccc(Oc2ccc(NC(=O)c3cc[nH]c(=O)c3)cn2)c1C
1285309,train,0.808501224,3.1583,87.39,3,4,122,0.320096171,-0.388052416,1.53057814,315.373,O=C(NCC1(O)CCCCC1)Nc1cc(-c2ccccc2)on1
720465,train,0.909758275,3.3105,57.78,2,2,106,0.229910503,-0.349622044,2.11431665,312.2,CC(C)(C(=O)NCc1cc[nH]n1)c1ccc(Cl)c(Cl)c1
427375,train,0.613089173,1.5891,72.47,1,4,112,0.243081937,-0.383329559,3.108639761,303.355,COCCNS(=O)(=O)c1cc(C(=O)C(C)C)ccc1F
508470,train,0.924587891,2.99706,79.62,1,4,128,0.258717877,-0.465825522,1.89713852,348.424,Cc1cc(C(=O)Nc2cc(N3CCCS3(=O)=O)ccc2C)c(C)o1
1524058,train,0.853626189,1.69394,81.35,0,6,122,0.233133568,-0.473144123,1.513718036,316.361,Cc1noc(C)c1CC(=O)N1CCC(Oc2cccnn2)CC1
1017774,train,0.794519554,2.9966,74.77,1,5,124,0.253453875,-0.337945583,1.528595022,341.44,CCc1csc(C2CCCN(C(=O)c3ccc4[nH]nnc4c3)C2)n1
476238,train,0.882403212,2.4692,72.7,1,5,128,0.220392917,-0.351898935,1.614491105,331.395,O=C(CC1(Cn2cnnn2)CCCCC1)NCc1ccccc1F
824933,train,0.863308486,1.6143,80.37,1,5,134,0.253979057,-0.469353177,1.363348555,344.415,Cn1cc(C(=O)NCC2CCN(C(=O)CCc3ccco3)CC2)cn1
1334582,train,0.842174077,1.9401,42.31,0,3,104,0.274308816,-0.307302021,2.451488577,278.258,CN(C(=O)c1cccc(=O)n1C)c1cc(F)ccc1F
1159686,train,0.630157012,2.3781,46.61,0,3,108,0.33384556,-0.421861913,2.0866521,279.311,CC(C)C(=O)N1CCCC1C(=O)Oc1ccccc1F
1082319,train,0.93438651,3.1241,64.36,1,4,100,0.267602733,-0.478030235,2.043201754,280.711,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1cnoc1
566332,train,0.801300518,2.4675,40.62,0,2,102,0.281506919,-0.194774724,2.813562719,335.267,CCN(CC)S(=O)(=O)N(C)Cc1ccc(Br)cc1
507741,train,0.943112792,2.5598,51.22,1,3,114,0.250921572,-0.381381779,1.753161035,296.37,O=C(NCC1(c2ccccc2)CCOCC1)c1ccncc1
610051,train,0.89768343,4.03382,60.45,1,5,122,0.257084103,-0.492843184,1.730596824,332.425,COc1cc(C(=O)Nc2nc(C)cs2)ccc1OC1CCCC1
114856,train,0.823429752,3.15808,53.33,0,3,118,0.260047414,-0.48238568,1.905069088,308.381,CCc1ccc(CN(C)C(=O)COc2ccccc2C#N)cc1
831780,train,0.855846173,2.8338,29.54,0,2,94,0.259978233,-0.480697357,2.587582049,304.159,CC(C)N(C)C(=O)COc1ccc(Br)cc1F
7068,train,0.659033157,1.6535,66.4,2,3,90,0.24233751,-0.373028159,2.90096491,304.582,O=S(=O)(NC(O)C(Cl)(Cl)Cl)c1ccccc1
1367932,train,0.787569318,2.91758,52.89,1,2,98,0.397276491,-0.33752916,4.639502234,250.264,CCCC(C#N)(CCC)NC(=O)CC(F)(F)F
1497743,train,0.87676705,0.7404,76.04,1,5,106,0.273884933,-0.479732254,1.896776984,275.312,COc1nn(C)c2c1CCCN(C(=O)c1c[nH]cn1)C2
386226,train,0.710830711,-0.04862,115.69,0,9,114,0.338894029,-0.465377305,2.457032323,302.294,CCCn1nnnc1Cn1cc(C(=O)OC)cc(C#N)c1=O
1266096,train,0.82956362,2.7913,64.93,2,4,100,0.124780022,-0.398361631,1.944228405,277.368,Nc1cc(F)ccc1C(N)c1nc2c(s1)CCCC2
1118317,train,0.925140855,2.00352,71.53,1,6,108,0.202801065,-0.492690999,2.688750942,277.324,COc1cc(-c2c(N)c(C)nn2C)cc(OC)c1OC
1146116,train,0.913106741,1.94162,64.11,1,4,98,0.31655062,-0.453339054,1.881452759,261.256,Cc1ccnc(OCC(=O)Nc2cccc(F)c2)n1
1031551,train,0.829926634,0.4034,103.35,2,7,126,0.317455992,-0.33727367,1.410994089,347.404,O=C(CNC(=O)N1CCN(c2ncccn2)CC1)Nc1nccs1
1103438,train,0.711062078,3.70212,55.32,0,5,122,0.270075126,-0.4967682,1.927768039,339.42,COc1ccc(CN(C(=O)c2scnc2C)c2ccncc2)cc1
256642,train,0.900847616,1.5926,88.91,2,5,108,0.25177891,-0.325957885,1.695586504,309.688,O=C(CC1C(=O)Nc2ncnn21)Nc1ccc(F)c(Cl)c1
