,can,active,decoy,score,time
590,Cc1c(sc(n1)C)[C@H](C)NCc2c(ccc(c2Cl)Cl)Cl,0,1,-6.3,7.31297183
591,Cc1ccc2c(c1)cc(c(n2)OCc3ccccc3Cl)CN4CCC(CC4)[NH+]5CCC[C@@H](C5)CO,0,1,-9.1,26.00671911
592,CCOc1ccccc1/[NH+]=c\2/c(cc3c(cnc(c3o2)C)CO)c4nc(cs4)c5ccc(cc5)Cl,0,1,-8.6,28.15562677
593,CC/C(=N\Nc1nc2c(s1)cc(cc2Br)c3ccccc3)/C,0,1,-7.1,7.891741991
594,c1cc2c(cc1C(=O)NCc3ccc(s3)Cl)NC(=O)CCS2,0,1,-7.8,8.207960129
595,Cc1cccc(c1C)NC(=O)C2=C(Nc3nc(nn3[C@H]2c4ccncc4)SCc5ccccc5Cl)C,0,1,-7.9,29.01291394
596,c1cc(ccc1CN2C(=O)/C(=C/c3cc(c(c(c3)Br)O)Cl)/NC2=O)F,0,1,-8.5,11.49457669
597,CC(C)C[C@@H](C(=O)[O-])N1C(=O)/C(=C\c2ccc(o2)c3c(cccc3Cl)Cl)/SC1=S,0,1,-8.3,15.5100894
598,Cc1cc(c(c(c1)C)NC(=O)C[NH+](C)CC(=O)Nc2cc(nn2c3ccccc3)C(C)(C)C)C,0,1,-8.7,29.57009602
599,Cc1ccc(cc1)c2csc(n2)N(CCC[NH+](C)C)C(=O)c3ccc(cc3)Br,0,1,-6.7,15.09535813
600,CC(C)(C)C(=O)Nc1cccc(c1)C(=O)Nc2ccccc2C[NH+](C)C3CCCCC3,0,1,-9.8,17.96911144
601,c1cc(cc(c1)Br)CNc2ccc3c(c2)cccn3,0,1,-8.4,5.139894485
602,Cc1cc(c(s1)C)[C@@H](C)Nc2c(ccc3c2ncs3)Cl,0,1,-7.4,5.746815205
603,CCC[NH2+][C@H](c1ccc(s1)Br)c2cc(sc2Br)Br,0,1,-6.9,6.047999144
604,Cc1cccc(c1C)OC[C@@H](C[NH+](Cc2ccc(o2)c3cccc(c3)Cl)[C@@H]4CCS(=O)(=O)C4)O,0,1,-8.8,29.10253716
605,Cc1cccc2c1nc(s2)N(CCC[NH+](C)C)C(=O)c3ccc(cc3)C(C)(C)C,0,1,-8.4,14.73032236
606,Cc1ccc(cc1N[C@H](C)c2c(nc(s2)C(C)(C)C)C)F,0,1,-7.2,6.902708769
607,Cc1cc(ccc1S(=O)(=O)Nc2ccc(cc2N)F)F,0,1,-8.6,6.768596411
608,c1cc(c(c(c1)Cl)Cl)/N=C/2\NC(=O)/C(=C/c3cc(c(c(c3)Br)O)Cl)/S2,0,1,-6.9,9.035846233
609,C[C@]1(C(=O)N(C(=O)N1)C2Cc3ccccc3C2)C4CC[NH+](CC4)CC5=CC[C@@H]6C[C@H]5C6(C)C,0,1,-10.3,18.47172308
610,Cc1cc[nH+]c(c1)N[C@H](c2ccc(cc2)Cl)c3cc(sc3NC(=O)c4ccco4)C,0,1,-7.5,15.4459939
611,c1ccc(cc1)C(c2ccccc2)[NH+]3CCN(CC3)c4[nH]c(=O)cc(n4)CSc5nc6ccccc6s5,0,1,-8.9,35.26459312
612,Cc1nc2ccc(cc2s1)N[C@H]3C[C@H]4C[C@@H]3[C@@H]5[C@@H]4CCC5,0,1,-7.5,5.10595727
613,Cc1csc(c1C#N)NC(=O)C[NH+]2CCC(CC2)(c3ccc(cc3)Br)O,0,1,-7.6,13.44344974
614,CC[C@H]1CCCC[C@@H]1NC(=O)c2cc(sc2)Br,0,1,-7.2,4.906855583
615,C[C@@](CC1=c2ccccc2=[NH+]C1)(C(=O)NCCc3ccccn3)NC(=O)OC4C5CC6CC(C5)CC4C6,0,1,-10.4,31.54773307
616,CCCC[NH2+]Cc1ccc(cc1)c2cc3c(s2)c(c(cn3)C#N)Nc4cc(c(cc4Cl)Cl)OC,0,1,-8.5,26.94391561
617,Cc1c(cccc1Cl)NC(=O)[C@H](C)[NH+]2CCC(CC2)C(=O)Nc3ccccc3,0,1,-7.8,20.3565309
618,Cc1ccc(c(c1)C)N/C(=[NH+]\C2CCCC2)/[S-],0,1,-7.6,4.852254391
619,c1cc(cc(c1)I)[C@H]2C3=C(CCCC3)C(C(=C2C#N)N)(C#N)C#N,0,1,-7.1,13.45976424
620,C[C@H](c1cccs1)[NH2+][C@@H](C)C(=O)Nc2ccc(cc2)Cc3nc4ccccc4s3,0,1,-8.6,16.5031929
621,c1c(cc(c(c1F)N[C@@H]2C[NH+]3CCC2CC3)F)C(=O)[O-],0,1,-8.3,5.829069614
622,C[C@H]1CCCC[C@H]1NC(=O)c2cc(ccc2I)Cl,0,1,-7.7,4.667495489
623,CC[NH2+][C@H](c1ccc(cc1)I)c2cc(cc(c2OC)Br)Cl,0,1,-7.4,7.541751623
624,Cc1cc(sc1C(=O)N[C@H]2CCSc3c2cc(cc3)Cl)NC(=O)C(C)(C)C,0,1,-6.8,11.10278487
625,CC(C)c1ccccc1Sc2ccc(cc2C(F)(F)F)c3cc[nH+]c(c3)N4CCN(CC4)C(=O)C,0,1,-10.4,18.49500465
626,CCN1c2ccccc2N[C@@H](C1=O)[NH+]3CCC[C@@H](C3)C(=O)NCCC4=c5cc(ccc5=[NH+]C4)OC,0,1,-8.9,25.49495625
627,C[C@H](c1ccccc1)N(C)C(=O)CN2CC[NH+](CC2)CC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,0,1,-8.2,25.61891079
628,CCOc1cc(cc(c1OCc2ccc(cc2)C)Cl)C[NH2+]CCSc3nnnn3c4ccccc4,0,1,-9.4,33.49868441
629,Cc1cccc(c1)[C@H](c2ccccc2)NC(=O)[C@@H]3CCC[NH+](C3)Cc4ccccc4Cl,0,1,-9.7,15.83629465
630,Cc1ccc2[nH+]c(c(n2c1)Nc3ccccc3C)c4ccsc4,0,1,-8.8,6.913619041
631,CC(C)C[C@H]1C[C@](OC1=O)(C)c2csc(n2)Nc3ccccc3Cl,0,1,-8,8.661920547
632,C[C@H](c1ccccc1)N(Cc2ccccc2C(F)(F)F)Cc3nc(co3)C(=O)NCC[NH+](C)C,0,1,-9,36.02358365
633,C[C@H]1CCCN(C1)c2ccc(cc2)CNC(=O)[C@@H]3CCC[NH+](C3)Cc4c(cccc4Cl)F,0,1,-9.4,18.37665343
634,CC1=N[C@@H](SC1)SCc2ccccc2C(=O)O[C@@H](c3ccccc3)C(=O)C4=c5ccccc5=[NH+]C4,0,1,-8.8,32.77880478
635,CC(C)c1ccc(cc1)/C=N/N2[C@H]([NH+]=NC2=S)c3ccc(cc3)Cl,0,1,-8.7,8.550811529
636,Cc1ccc2c(c1)C3=C([C@@H](n4c(nnn4)N3)c5ccc(cc5)F)[C@@H](O2)c6ccc(c(c6)Cl)Cl,0,1,-8.3,13.21348834
637,C[C@H]1c2cc(c(cc2OC(=O)[C@H]1CC(=O)NCCC3=c4cc(ccc4=[NH+]C3)F)OCC(=C)C)Cl,0,1,-7.8,25.13734388
638,C[C@@H]1C[C@H]1NS(=O)(=O)c2cc(cc(c2Br)N)Cl,0,1,-6.6,6.042818546
639,C[C@H](CC(C)C)Nc1nc2ccc(cc2s1)N,0,1,-7.2,5.539314508
640,c1ccc(c(c1)N2C(=O)/C(=C/c3ccc(cc3Cl)Cl)/SC2=S)I,0,1,-6.9,6.658501387
641,CC[C@@H](C)[C@@H](C)n1c2ccc(cc2nc1C(C)C)N,0,1,-7.3,5.907288551
642,Cc1ccc(cc1)[C@H]2c3c(n[nH]c3NC(=O)[C@H](S2)C)C,0,1,-8.7,4.719637632
643,C[C@H](c1ccc(cc1)Cl)[NH2+]CC[C@]2(CCO[C@H](C2)C(C)C)c3ccccc3OC,0,1,-9.9,17.69533205
644,Cc1ccc(cc1)SC2=c3ccccc3=[NH+][C@H]2C(=O)NCCc4ccccc4,0,1,-8.2,14.76746464
645,Cc1ccc2c(c1)[C@]3(C(=O)N2)N(C(=O)[C@H](S3)C)c4ccc(cc4)Cl,0,1,-9.3,7.731298685
646,Cc1cc(nc(c1C(=O)[O-])SCC(=O)c2cc(n(c2C)CCc3ccc(cc3)F)C)C,0,1,-9.2,20.28902268
647,CSc1nc(c(s1)N)c2ccccc2F,0,1,-6.7,4.328990459
648,C[C@H]1CCC[C@@H](C1)NC(=O)CCc2ccccc2N,0,1,-8.3,7.552024364
649,Cn1c2ccc(cc2nc1c3ccccc3N)Br,0,1,-7.7,4.485941887
650,CC(=O)c1ccc(s1)C(=O)Nc2cc(cc3c2nccc3)Cl,0,1,-9.3,7.103236675
651,C[C@@H](CCC=C(C)C)C[NH+]1CCC(CC1)(c2ccc3c(c2)cc(o3)C(=O)N4CCSCC4)O,0,1,-8.8,19.01274037
652,CSc1ncc(c(n1)C(F)(F)F)C(=O)Nc2cccc(c2)F,0,1,-7.7,8.29666853
653,CC[C@H](C(=O)Nc1c(c2c(s1)C[C@@H](CC2)C)C#N)Br,0,1,-7.1,5.447559118
654,c1ccc2c(c1)c(ccc2I)N,0,1,-6.7,2.551569462
655,Cc1c(c(n(n1)c2ccccc2)Oc3ccc(cc3)Cl)C[NH+](Cc4ccco4)C[C@@H](COCC=C)O,0,1,-7.1,41.39009428
656,CCOC(=O)c1c2c(sc1NC(=O)CCSc3nnc(n3CC=C)CNc4ccc(cc4)C)CCC2,0,1,-8.4,41.21501279
657,c1c[nH+]cc(c1NC2CCCCCCC2)S(=O)(=O)/N=C(\C[N+](=O)[O-])/NC3CCCCC3,0,1,-8.6,23.10385227
658,C[C@H]1CCC[C@H](C1)c2nc3c(s2)[C@@H](CCC3)O,0,1,-8,4.331030846
659,C[C@@H](CCc1ccccc1)N2CC(=O)N3[C@H](C2=O)CC4=c5ccccc5=[NH+][C@@H]4[C@@H]3c6ccc(cc6)C(C)C,0,1,-9.4,22.49674654
660,Cc1ccc(cc1)c2ccc3c(c2)cc(o3)C[NH+]4CCCN(CC4)Cc5ccc(cc5)C(F)(F)F,0,1,-10.5,19.44974613
661,C[C@H](c1ccc(c(c1)F)F)NC(=O)[C@H]2[C@@H](C2(C)C)C=C(C)C,0,1,-8.7,7.275909901
662,Cc1c(cccc1N)CO[C@@H]2C[C@@H](CC(C2)(C)C)C,0,1,-8.5,5.413964987
663,Cc1cc(c(c(c1)C)c2csc(n2)NC(=O)C3CCN(CC3)C(=O)c4cccs4)C,0,1,-9.7,14.72512436
664,CCC(C)(C)[C@H]1CCc2c(c(c3cc(ccc3[nH+]2)Cl)c4ccccc4F)C1,0,1,-7.6,8.735858679
665,c1ccnc(c1)S[C@@H]\2CC/C=C/CC/C=C/CC/C2=N\O,0,1,-7.7,5.521770716
666,Cc1ccc(c(c1)[C@@H](C)NC(=O)[C@H]2CCC[NH+](C2)Cc3nc(no3)c4ccc(cc4)C(C)(C)C)C,0,1,-9.8,23.216506
667,c1cc(c(cc1C(F)(F)F)CN2[C@H](CCC2=O)CC[NH2+]Cc3cc4c(cc3Cl)OCO4)F,0,1,-9.9,22.23126245
668,CC1(c2ccccc2N(C1=O)CC(=O)NC3CCCCC3)C,0,1,-8.4,7.296610117
669,CCc1ccc(cc1)NC(=S)N(Cc2cc3ccc(c(c3[nH]c2=O)C)C)C[C@@H]4CCC[NH+]4CC,0,1,-6.7,26.67208767
670,C[NH+](C)CCN(c1nc2ccc(cc2s1)F)C(=O)c3cccc(c3)Cl,0,1,-8.8,10.01391768
671,CCOc1cc(ccc1OC(F)F)C[NH+](CC(=O)NCC(=O)Nc2ccc(c(c2)F)F)C3CC3,0,1,-9.5,34.55673003
672,CCOc1cc(cc(c1OCc2c(cccc2Cl)Cl)Br)C[NH2+]CCO,0,1,-7.7,15.54259753
673,C[C@H]1C(=C(NN1Cc2c(cccc2Cl)Cl)C)/C=N/NC(=O)CC3=c4ccccc4=[NH+]C3,0,1,-9.4,17.11680198
674,C[C@@]12C[C@@H](CC(C1)(C)C)[NH+](C2)C[C@@H](COC(c3ccc(cc3)Cl)c4ccc(cc4)Cl)O,0,1,-10.7,18.15469456
675,CCC[C@@H](C)[NH2+][C@H](c1ccccc1)C(=O)Nc2c(c3c(s2)C[C@@H](CC3)C)C(=O)OCC,0,1,-6.6,21.72975421
676,Cc1cccc(c1)Oc2cnn(c(=O)c2Nc3cccc(c3)C(=O)NCC[NH+](C)C)c4ccccc4Cl,0,1,-8.3,32.92305398
677,c1ccc(c(c1)NC(=O)Nc2ccc(c(c2)Cl)Cl)F,0,1,-8.1,7.231524229
678,Cc1ccc(c(c1)OCCCn2c3ccccc3nc2C(F)(F)F)C(C)C,0,1,-8.8,14.76137829
679,CCOc1cccc2c1o/c(=[NH+]\c3ccc(cc3)C)/c(c2)c4nc(cs4)c5ccc(cc5)Cl,0,1,-9.3,17.49503446
680,Cc1cccc(c1C)NCc2c[nH]nc2c3cccs3,0,1,-8.1,6.515648365
681,CC(C)(C)CC(C)(C)n1c(cc2ccccc2c1=O)N,0,1,-8.1,5.740286827
682,CC(C)(C)CC(C)(C)NC(=O)[C@H](c1ccc(c(c1)OC)OC)N(Cc2ccco2)C(=O)C#Cc3ccccc3,0,1,-9.2,52.87050653
683,Cc1cccc(n1)NC(=O)/C=C\c2ccccc2Br,0,1,-7.5,6.243878603
684,C[C@H](C(=O)Nc1ccc(cc1)C(=O)C)[NH+]2CCN(CC2)Cc3ccc(cc3Cl)F,0,1,-9.4,15.86404037
685,Cc1ccc(cc1NC(=S)NC(=O)C(C)(C)C)Cl,0,1,-7.7,5.980380297
686,c1cc2c(cc1Cl)nc([nH]2)CC[NH2+]Cc3cc4cc5c(cc4nc3c6ccsc6)OCO5,0,1,-9,19.96899819
687,Cc1ccc(c(c1)Oc2ccc(c(n2)C)N)C,0,1,-7.8,4.848858833
688,Cc1cc(c2c(c1)[C@@]3(C(=O)N2)[C@]4(c5ccccc5NC4=O)[C@@H]([C@H]6[NH+]3CCC6)C(=O)c7ccccc7)C,0,1,-9.3,10.73201489
689,c1ccc(cc1)[C@H]2N/C(=C\C(=O)NC[C@@H](c3ccccc3)C4=c5ccccc5=[NH+]C4)/CS2,0,1,-10.9,18.8419261
690,COc1cc(cc(c1OCc2ccc(c(c2)Cl)Cl)Br)C[NH2+]CC=C,0,1,-6.5,13.14764452
691,CCc1ccccc1NC(=S)N(Cc2ccccc2)Cc3cc4cc5c(cc4[nH]c3=O)OCCO5,0,1,-7.4,22.92232823
692,c1ccc2c(c1)nc(n2CC3CC[NH+](CC3)CC(=O)Nc4cccc(c4)F)C(F)(F)F,0,1,-9.2,19.34404945
693,CCN(CC(=O)NCc1cccs1)C(=O)CSc2nnc(s2)Nc3cccc(c3C)Cl,0,1,-8.2,25.64159536
694,CCCC[C@H](CC)C(=O)/N=C(\NCCC1=c2cc(ccc2=[NH+]C1)OC)/Nc3nc(cc(n3)C)C,0,1,-8,27.54169893
695,Cc1ccc(s1)C(=O)NNC(=O)c2ccc(cc2F)Br,0,1,-7.9,6.388640404
696,Cc1cc([nH+]c2c1cc(cc2)NC(=O)CCC(=O)NC3CCCCCC3)N4C[C@H](C[C@@H](C4)C)C,0,1,-10.5,21.79306269
697,Cc1ccc(c(c1)NCc2cccc3c2nccc3)F,0,1,-9.1,5.296784401
698,c1cc(c(cc1C(=O)NCc2cc(cc(c2)Cl)Cl)Cl)Cl,0,1,-8.2,5.664052725
699,c1ccc(cc1)CS/C(=C(/C#N)\C(F)(F)F)/N=C(/C(F)(F)F)\[NH-],0,1,-8.1,13.11370206
700,c1ccc(c(c1)C[NH2+]C2C3CC4CC(C3)CC2C4)OCc5ccc(cc5Cl)Cl,0,1,-8.9,14.77186108
701,c1cc[nH+]c(c1)N[C@H](c2cccc(c2Cl)Cl)c3ccc4cccnc4c3O,0,1,-9.7,10.05688429
702,C[C@H](c1nccs1)NC(=O)c2cc(cc3c2n(cn3)C4CCCC4)NC(=O)c5ccccc5,0,1,-7.3,17.38454938
703,CCCc1ccc(cc1)/C(=C(\C#N)/C(=O)c2cc(n(n2)C(C)(C)C)C3CC3)/[O-],0,1,-7.8,18.37003756
704,c1cc(c(cc1Cl)Cl)c2c(n[nH]c2N)c3ccc(s3)Br,0,1,-8.3,6.082614422
705,CC(C)(C)c1ccc(cc1)NC(=O)Nc2nnc(s2)c3ccccc3I,0,1,-8,13.37675214
706,CC[NH+](CC)CCN(c1nc2c(cccc2s1)OCC)C(=O)CSc3ccc(cc3)C,0,1,-7.3,24.62464619
707,c1ccc(c(c1)C[NH+]2CCC[C@H](C2)C(=O)Nc3ccccc3Br)Cl,0,1,-8.1,8.51853466
708,C[C@H](c1ccc(cc1)Cl)[NH2+]CC[C@H](c2ccc(cc2)OC(C)C)c3ccc(cc3)F,0,1,-10.5,21.87934208
709,Cc1cccc2=[NH+][C@@H](C(=c12)NC(=O)C[NH+]3C[C@@H](C[C@@H](C3)C)C)C(=O)OC,0,1,-7.7,11.55943489
710,CCOC(=O)C1=C(NC(=C([C@@H]1c2ccc(cc2)Cl)C#N)SCC(=O)Nc3cccc(c3)C(F)(F)F)c4ccccc4,0,1,-7.4,48.65078926
711,CCc1ccccc1NC(=O)N[C@H](C)c2c3c(sc2n4cccc4)C[NH+](CC3)CC,0,1,-6.4,19.06341934
712,C[C@]1\2CC[C@H](C1(C)C)C/C2=N\N=C\3/NC(=O)/C(=C/c4ccc(o4)c5cccc(c5Cl)Cl)/S3,0,1,-9.7,16.49694276
713,Cc1cccc(c1C)N([C@@H](c2ccc(cc2)F)C(=O)NC3CCCC3)C(=O)c4ccc([nH+]c4)NC(C)C,0,1,-7.7,29.44516563
714,c1ccc2c(c1)[nH]c(=O)c(n2)N/N=C\3/[C@H](OC(=O)/C3=N\Nc4c(=O)[nH]c5ccccc5n4)[C@H](CO)O,0,1,-8.1,29.31293368
715,CCC[NH2+]Cc1c(nc2n1ccs2)Oc3cccc(c3)I,0,1,-7.4,9.254068613
716,c1cc(cc(c1)Br)c2nc3c(c(n2)N)CCC3,0,1,-8.3,3.982300043
717,C[C@@H](c1ccc(cc1)OC(C)C)[NH2+][C@H](C)c2c(ccs2)Br,0,1,-7.4,8.789946079
718,Cc1ccccc1CN(C2CC([NH2+]C(C2)(C)C)(C)C)C(=S)Nc3ccccc3C(F)(F)F,0,1,-7.4,25.21449661
719,Cc1ccc(c(c1)C)NC(=O)c\2cc3ccccc3o/c2=[NH+]\c4cccc(c4)SC,0,1,-8.1,12.91321135
720,Cc1ccc(c(c1Cl)NC(=O)CN2C(=O)[C@H](NC2=O)CC3=c4ccccc4=[NH+]C3)Cl,0,1,-9.8,15.41945887
721,CC[C@H](C(=O)NCc1ccc(cc1)C[NH+]2CCC[C@@H](C2)C)Oc3ccccc3Cl,0,1,-8.9,13.80909801
722,C[C@H](C1CC1)N(C)c2c(cc(cc2F)N)F,0,1,-6.8,4.833676577
723,CC[C@H](C)N/C(=C/C1=CSC2=NC(=C([C@@H](N12)c3ccc(cc3)Cl)C(=O)Nc4ccccc4)C)/[O-],0,1,-6.6,22.52536106
724,CC(C)C[C@@H](c1ccccc1)NC(=O)[C@@H]2CCC[NH+](C2)Cc3nc(no3)c4ccc(cc4Cl)Cl,0,1,-8.9,24.41246128
725,c1cc(c2c(c1Cl)nc(s2)NC(=O)[C@H]3CCCN3S(=O)(=O)c4ccc(s4)Cl)Cl,0,1,-6.6,14.46640158
726,COc1cc(ccc1OCc2cccc(c2)C(F)(F)F)[C@@H]3c4c(c5ccccc5[nH]4)[C@H](C[NH2+]3)c6ccccc6Cl,0,1,-10.5,31.43472075
727,Cc1cc(c2c(c1)sc(n2)N3CCC(CC3)C(=O)NCC[NH+](C)C4CCCCC4)C,0,1,-8.8,17.03089023
728,CC[NH2+][C@@H](c1cccc(c1)I)c2cc(ccc2OCC)Br,0,1,-7.1,8.316487074
729,CNS(=O)(=O)c1cc(cc(c1Br)N)Cl,0,1,-5,4.580753088
730,C[C@H]1CCC[C@H]([C@@H]1C)NC(=O)[C@@H]2C[C@@H](Nc3c2cccc3)C,0,1,-7.9,6.032712221
731,c1c(cn[nH]1)N[C@@H]2CC[C@@H]3CCCC[C@@H]3C2,0,1,-7.8,3.639506102
732,CC1CCC(CC1)NC(=O)C(=O)Nc2ccccc2Br,0,1,-7.9,6.10920763
733,CC(C)[NH2+]CC(=O)Nc1c(c2c(s1)C[C@H](CC2)C(C)(C)C)C(=O)Nc3cccc(c3)[N+](=O)[O-],0,1,-7.5,24.74153256
734,Cc1cc(ccc1N[C@@H]2CCSc3c2cccc3)Br,0,1,-8.1,4.900222063
735,c1cc(ccc1CSC2=N[C@@H]3CCCC[C@@H]3N2)Br,0,1,-7.3,5.365451813
736,c1cc(ccc1Sc2cnc(s2)N)Br,0,1,-6.5,3.984619141
737,CC1=C([C@H](C2=C(N1)C[C@H](CC2=O)c3ccc(cc3)Cl)c4ccc(cc4)Cl)C(=O)OC5CCCCC5,0,1,-7.3,18.52342415
738,COc1cc(cc(c1OCc2ccc(cc2)F)Cl)C[NH2+]CCSc3nnnn3c4ccccc4,0,1,-9.6,31.79750323
739,Cn1c(cc(n1)C2CCCCC2)[C@H]3CN4CC[C@@H]3C[C@@H]4C[NH2+]Cc5c[nH]c6c5cccc6,0,1,-8.1,19.74584103
740,[H]/[O+]=C\1/C=C(C=C/C1=C/NC[C@H](c2cccs2)N3CCOCC3)[NH+](CC)CC,0,1,-6.7,16.52890992
741,CCc1ccc(c(c1NC(=O)C[NH+](C)CC(=O)N2c3ccccc3NC(=O)C[C@@H]2C)CC)Cl,0,1,-9.1,19.3089807
742,C[C@@H]1C(=c2cc(ccc2=[NH+]1)F)CCN(Cc3cccs3)C(=S)NCc4ccccc4,0,1,-8.1,18.1634419
743,CCc1cccc2c1[nH]cc2[C@@H](c3ccc(cc3)Cl)[NH2+]Cc4ccc(cc4)Cl,0,1,-9.3,11.20770288
744,CC(C)(C)CC(=O)N[C@H](C[C@H]1CCCC[NH+]1Cc2ccccc2Cl)c3ccccn3,0,1,-7.7,18.49606943
745,Cc1ccc(c(c1)Cl)Oc2ccncc2N,0,1,-7.1,4.773491859
746,c1cc(sc1CNc2cc3c(cc2F)CCC(=O)N3)Cl,0,1,-8.5,5.969468594
747,C[C@H]1CCc2c(sc(c2C#N)NC(=O)C3=CC4=[NH+][C@H](C[C@@H](N4N3)C(F)(F)F)c5ccc(cc5)Cl)C1,0,1,-8.7,19.08679509
748,C[C@H](c1cccc(c1)NC(=O)c2ccccc2)[NH+](C)CC(=O)NC(=O)NCCC3=CCCCC3,0,1,-8.9,26.73622155
749,C[C@H](c1ccc(cc1)[N+](=O)[O-])Nc2cccc(c2F)Cl,0,1,-8.7,7.158681393
750,C[C@H](c1ccc(cc1Br)Br)[NH2+]CCCOC2CCCCC2,0,1,-9.2,10.945472
751,Cc1ccc(cc1)[C@H](CNCl)N2CCN[C@@H](C2)I,0,1,-7.4,5.950906038
752,C[C@@H](c1cccs1)NC(=O)c2ccc(c(c2)Cl)Cl,0,1,-7.7,5.121131659
753,COC(=O)[C@@H]1C(=c2cc(ccc2=[NH+]1)Br)NC(=O)C(c3ccccc3)(c4ccccc4)O,0,1,-7.8,21.73042107
754,CCOc1cc(cc(c1OC(C)C)Br)C[NH2+]C23CC4C[C@@](C2)(C[C@](C4)(C3)C)C,0,1,-9.3,12.88172865
755,Cc1nc2n(n1)c(c(s2)[C@@H](c3cccc(c3)Br)[NH+]4C[C@H](C[C@@H](C4)C)C)[O-],0,1,-9.7,8.902284145
756,c1ccc2cc(ccc2c1)c3csc(n3)NC(=O)CCC4=c5ccccc5=[NH+]C4,0,1,-9.5,13.77667952
757,Cc1ccc(cc1C)NC(=O)N[C@@H](CCC(C)C)c2c3c(sc2n4cccc4)C[NH+](CC3)C,0,1,-8.3,22.56894159
758,c1cc(c(cc1Br)Cl)S(=O)(=O)NC2CC2,0,1,-6.4,4.491444826
759,c1ccc(cc1)[C@]2(CC2(Cl)Cl)/C=N/NC(=O)c3ccc4ccccc4n3,0,1,-7.2,10.63204026
760,c1ccc2c(c1)[nH]c(=O)n2C3CCN(CC3)C(=O)C[C@@H]4CC[NH2+]C[C@@H]4Cc5cc(on5)c6ccc(cc6)F,0,1,-9.7,30.02043939
761,CSc1ccc(cc1)NC(=O)[C@@H]2CC23CCN(CC3)C(=O)[C@H]4CCCN(C4)c5cccc[nH+]5,0,1,-7.8,18.78769541
762,c1cc(nc(c1)Br)NC(=O)c2ccc(cc2I)Cl,0,1,-7.9,5.062394619
763,COc1ccc(cc1)S(=O)(=O)/N=C\2/[C@H]([NH+]=c3ccccc3=[NH+]2)Nc4cc(cc(c4)Cl)Cl,0,1,-7.4,17.28093958
764,C[C@@H](c1cc(c(cc1Cl)Cl)F)Nc2cccc(c2)I,0,1,-8,5.762222528
765,CC[NH+](CC)[C@H](CNC(=O)c1cc(c[nH]1)Br)c2ccccc2Cl,0,1,-7.3,10.78082871
766,C[C@H]1CCCC[C@H]1NC(=O)c2cc(cc(c2)Br)F,0,1,-8.7,4.68921566
767,Cc1cc(ccc1NC(=O)c2c3c(n(n2)C)-c4ccccc4SC3)Br,0,1,-7.4,7.634978533
768,C[C@@H](C=C)Sc1ccc(cc1N)Br,0,1,-5.8,4.095430613
769,C[C@@](c1ccccc1)(c2nc3cc(ccc3s2)Cl)N,0,1,-7.9,5.093679905
770,c1cc(c(cc1CC(=O)Nc2ccc(c(c2)C(=O)NC3CC3)Cl)Cl)Cl,0,1,-8.2,11.37099123
771,c1cc(c(c(c1)Cl)C[NH+]2CCNC(=O)[C@H]2CC(=O)NC3C4CC5CC(C4)CC3C5)F,0,1,-8.5,16.5183599
772,CC(C)(C)c1cc(c(c(c1)C(C)(C)C)[O-])/C=[NH+]/[C@@H](c2ccccc2)[C@H](c3ccccc3)O,0,1,-9.5,16.53979158
773,CCOc1cc(cc(c1OCc2ccccc2C)Br)C[NH2+]C3C4CC5CC(C4)CC3C5,0,1,-8.9,17.83283758
774,COc1cc(cc(c1OCc2ccc(cc2Cl)F)Br)C[NH2+]CCCN3CCCC3=O,0,1,-8,22.02734685
775,COc1c(cc(cc1Br)Cl)[C@@H](c2ccc(c(c2)Cl)Cl)[NH3+],0,1,-7.3,7.138595343
776,Cc1cccc(c1NC(=O)Nc2ccc(nc2)N3CCC[NH+](CC3)Cc4ccccc4C(F)(F)F)C,0,1,-9.1,25.77604222
777,Cc1ccc(cc1C)N[C@H](C)c2cccc(c2)NC(=O)C,0,1,-8.3,6.586628437
778,C[C@@H]1CCC[C@@H](C1)Nc2cccc3c2cn[nH]3,0,1,-8.6,3.915342569
779,C[C@@H]1CCc2c(sc(c2C#N)NC(=O)C3=CC4=[NH+][C@H](C[C@@H](N4N3)C(F)(F)F)c5ccc(cc5)Cl)C1,0,1,-9.1,22.7594378
780,CC[C@@H](C)N/C(=C/C1=CSC2=NC(=C([C@@H](N12)c3ccc(cc3)C)C(=O)OC(C)(C)C)C)/[O-],0,1,-6.7,18.86762404
781,CC(C)(C)NC(=O)COc1ccc(cc1C[NH2+]C23CC4CC(C2)CC(C4)C3)Cl,0,1,-8.3,14.17107344
782,Cc1cc(c(c(c1)C)COc2ccc(cc2F)N)C,0,1,-8.8,5.713759422
783,Cc1ccc(cc1)N/C(=[NH+]\N=C\c2ccc(c(c2)OC)OCCC(C)C)/c3[nH]c4ccccc4n3,0,1,-9.2,28.07845616
784,c1ccc(cc1)n2c(=S)sc(n2)Nc3cc(ccc3Cl)Cl,0,1,-7.2,6.579070568
785,CC(C)c1ccc(cc1)[C@H]2c3ccccc3[C@@]4(S2)N(N=C(S4)c5ccc(cc5)[N+](=O)[O-])c6ccccc6,0,1,-8.9,22.16163564
786,c1ccc(cc1)c2nc(c3n2CCCCC3)C(=O)N/N=C/c4ccccc4Br,0,1,-9.8,12.67058039
